convene_product_id,product,product_attributes,color,gender,vendor
03124f9d-673c-4fce-8c61-c3eadb45a588,"['REI internal stock (brand - pgnia) man brown mens vest nano insulated puff ', 'patagonia Inc Online UK (M) brown nano puff insulated vest mens ', 'goat.com+REI resale mens brown nano puff vest insulated ', 'patagonia: masculine brown nano puff insulated vest mens ']","['rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'brown', 'mens', 'vest', 'nano', 'insulated', 'puff', 'patagonia', 'inc', 'online', 'uk', '(m)', 'goat.com+rei', 'resale', 'masculine']",brown,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
031f65d3-5cf2-4c2a-9c3a-8364ff9aa80a,"['patagonia Inc Online UK (F) xdyecoch capilene cool daily graphic tshirt womens ', 'goat.com+REI resale womens x-dyecoch... capilene graphic cool tshirt daily ', 'REI internal stock (brand - pgnia) unisex - female x-dyecoch daily tshirt womens capilene cool graphic ', 'patagonia: feminine xdyecoch capilene cool daily graphic tshirt womens ']","['patagonia', 'inc', 'online', 'uk', '(f)', 'xdyecoch', 'capilene', 'cool', 'daily', 'graphic', 'tshirt', 'womens', 'goat.com+rei', 'resale', 'x-dyecoch...', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'x-dyecoch', 'feminine']",,women,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
03222c71-8bac-4b58-81ea-fe4cd3f1462f,"['patagonia: feminine blue snowdrifter jacket womens ', 'REI internal stock (brand - pgnia) unisex - female blue jacket snowdrifter womens ', 'goat.com+REI resale womens blue snowdrifter jacket ', 'patagonia Inc Online UK (F) blue snowdrifter jacket womens ']","['patagonia', 'feminine', 'blue', 'snowdrifter', 'jacket', 'womens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(f)']",blue,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0358f188-bfaa-4c2d-b82d-42b64efbbc6b,"['goat.com+REI resale mens black p6 label hoodie uprisal ', 'patagonia: masculine black p6 label uprisal hoodie mens ', 'patagonia Inc Online UK (M) black p6 label uprisal hoodie mens ', 'REI internal stock (brand - pgnia) man black uprisal hoodie p6 label mens ']","['goat.com+rei', 'resale', 'mens', 'black', 'p6', 'label', 'hoodie', 'uprisal', 'patagonia', 'masculine', 'inc', 'online', 'uk', '(m)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",black,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
035b167a-389b-4994-8c72-52d3d2c7d0a2,"['patagonia: masculine navy classic retrox jacket mens ', 'REI internal stock (brand - pgnia) man navy classic mens jacket retrox ', 'patagonia Inc Online UK (M) navy classic retrox jacket mens ', 'goat.com+REI resale mens navy retrox jacket classic ']","['patagonia', 'masculine', 'navy', 'classic', 'retrox', 'jacket', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'inc', 'online', 'uk', '(m)', 'goat.com+rei', 'resale']",classic,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
03aa4280-da82-4abd-befe-c46fd53fb8d1,"['patagonia: feminine tan p6 label organic ringer tshirt womens ', 'REI internal stock (brand - pgnia) unisex - female tan ringer label womens tshirt p6 organic ', 'goat.com+REI resale womens tan tshirt ringer p6 label organic ', 'patagonia Inc Online UK (F) tan p6 label organic ringer tshirt womens ']","['patagonia', 'feminine', 'tan', 'p6', 'label', 'organic', 'ringer', 'tshirt', 'womens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(f)']",tan,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
03b7a300-f1ca-4e92-8f8e-b781899f2cb5,"['REI internal stock (brand - pgnia) unisex - female blue cool lightweight top tank capilene womens ', 'patagonia: feminine blue capilene cool lightweight tank top womens ', 'goat.com+REI resale womens blue top tank capilene lightweight cool ', 'patagonia Inc Online UK (F) blue capilene cool lightweight tank top womens ']","['rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'blue', 'cool', 'lightweight', 'top', 'tank', 'capilene', 'womens', 'patagonia', 'feminine', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(f)']",blue,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
03c73047-2abd-4dcd-a0a2-5f60975251ce,"['patagonia Inc Online UK (M) green nano puff insulated vest mens ', 'REI internal stock (brand - pgnia) man green nano vest insulated puff mens ', 'goat.com+REI resale mens green vest nano insulated puff ', 'patagonia: masculine green nano puff insulated vest mens ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'green', 'nano', 'puff', 'insulated', 'vest', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'goat.com+rei', 'resale', 'masculine']",green,men,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
045e89fd-b01e-4ba8-bcaf-f79b25553b7f,"['goat.com+REI resale womens j... hipster barely underwear ', 'patagonia Inc Online UK (F) j barely hipster underwear womens ', 'patagonia: feminine j barely hipster underwear womens ', 'REI internal stock (brand - pgnia) unisex - female j womens hipster barely underwear ']","['goat.com+rei', 'resale', 'womens', 'j...', 'hipster', 'barely', 'underwear', 'patagonia', 'inc', 'online', 'uk', '(f)', 'j', 'feminine', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female']",j...,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
04a75d63-2d37-4403-a73f-7e6bd84467fc,"['patagonia Inc Online UK (F) red capilene midweight zipneck base layer top womens ', 'goat.com+REI resale womens red zipneck midweight capilene layer base top ', 'REI internal stock (brand - pgnia) unisex - female red womens base layer capilene midweight top zipneck ', 'patagonia: feminine red capilene midweight zipneck base layer top womens ']","['patagonia', 'inc', 'online', 'uk', '(f)', 'red', 'capilene', 'midweight', 'zipneck', 'base', 'layer', 'top', 'womens', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'feminine']",red,women,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
04b63c81-b845-4d4c-88ed-d8c4ff61932e,"['patagonia: masculine grey baggies shorts mens 5 inseam ', 'patagonia Inc Online UK (M) grey baggies shorts mens 5 inseam ', 'goat.com+REI resale mens grey 5 inseam shorts baggies ', 'REI internal stock (brand - pgnia) man grey 5 mens baggies shorts inseam ']","['patagonia', 'masculine', 'grey', 'baggies', 'shorts', 'mens', '5', 'inseam', 'inc', 'online', 'uk', '(m)', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",grey,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
04c9419d-1870-4da2-ae66-40d5461950ac,"['patagonia Inc Online UK (M) greenhemlock capilene cool daily hoodie mens ', 'goat.com+REI resale mens greenhemlock... daily capilene hoodie cool ', 'patagonia: masculine greenhemlock capilene cool daily hoodie mens ', 'REI internal stock (brand - pgnia) man greenhemlock hoodie cool mens capilene daily ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'greenhemlock', 'capilene', 'cool', 'daily', 'hoodie', 'mens', 'goat.com+rei', 'resale', 'greenhemlock...', 'masculine', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
04fc13f2-52ea-499d-b25f-844b865b8943,"['patagonia Inc Online UK (M) xdyeup capilene cool daily graphic tshirt mens ', 'REI internal stock (brand - pgnia) man x-dyeup tshirt mens capilene graphic cool daily ', 'patagonia: masculine xdyeup capilene cool daily graphic tshirt mens ', 'goat.com+REI resale mens x-dyeup... tshirt graphic cool capilene daily ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'xdyeup', 'capilene', 'cool', 'daily', 'graphic', 'tshirt', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'x-dyeup', 'masculine', 'goat.com+rei', 'resale', 'x-dyeup...']",,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
05c93e18-4457-4af0-a208-5f44871bdcdf,"['patagonia: masculine navy p6 label uprisal sweatshirt mens ', 'REI internal stock (brand - pgnia) man navy label p6 sweatshirt mens uprisal ', 'goat.com+REI resale mens navy sweatshirt label uprisal p6 ', 'patagonia Inc Online UK (M) navy p6 label uprisal sweatshirt mens ']","['patagonia', 'masculine', 'navy', 'p6', 'label', 'uprisal', 'sweatshirt', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(m)']",navy,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
05ecda95-e682-4ed9-a5cb-5f9d7e297ec5,"['patagonia: trout black hole cube 6l medium ', 'REI internal stock (brand - pgnia) trout 6l cube black hole medium ', 'patagonia Inc Online UK trout black hole cube 6l medium ', 'goat.com+REI resale trout medium cube 6l hole black ']","['patagonia', 'trout', 'black', 'hole', 'cube', '6l', 'medium', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'inc', 'online', 'uk', 'goat.com+rei', 'resale']",black,unisex,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0639809d-ea13-4473-94bf-4a50b0147039,"['patagonia: masculine heather lightweight synchilla snapt fleece pullover mens ', 'goat.com+REI resale mens heather synchilla pullover lightweight snapt fleece ', 'patagonia Inc Online UK (M) heather lightweight synchilla snapt fleece pullover mens ', 'REI internal stock (brand - pgnia) man heather pullover mens fleece lightweight synchilla snapt ']","['patagonia', 'masculine', 'heather', 'lightweight', 'synchilla', 'snapt', 'fleece', 'pullover', 'mens', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(m)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",heather,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0651dd10-3f72-4bc4-8b68-acfb475e38ad,"['patagonia Inc Online UK (M) wavy capilene cool lightweight shirt mens ', 'goat.com+REI resale mens wavy... lightweight cool capilene shirt ', 'patagonia: masculine wavy capilene cool lightweight shirt mens ', 'REI internal stock (brand - pgnia) man wavy cool capilene shirt lightweight mens ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'wavy', 'capilene', 'cool', 'lightweight', 'shirt', 'mens', 'goat.com+rei', 'resale', 'wavy...', 'masculine', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",wavy...,men,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
067c5b01-440e-4354-bbfe-05b47facf213,"['patagonia: feminine grey endless run shorts womens ', 'patagonia Inc Online UK (F) grey endless run shorts womens ', 'goat.com+REI resale womens grey shorts run endless ', 'REI internal stock (brand - pgnia) unisex - female grey womens run endless shorts ']","['patagonia', 'feminine', 'grey', 'endless', 'run', 'shorts', 'womens', 'inc', 'online', 'uk', '(f)', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female']",grey,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0765c888-a98b-4015-be11-ac6e1e5901b4,"['patagonia: masculine navy skyline traveler pants mens ', 'goat.com+REI resale mens navy skyline pants traveler ', 'REI internal stock (brand - pgnia) man navy skyline traveler mens pants ', 'patagonia Inc Online UK (M) navy skyline traveler pants mens ']","['patagonia', 'masculine', 'navy', 'skyline', 'traveler', 'pants', 'mens', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'inc', 'online', 'uk', '(m)']",navy,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
07b54289-ac08-4544-aac5-e122774fea59,"['REI internal stock (brand - pgnia) man grey jacket pack mens ', 'goat.com+REI resale mens grey pack in jacket ', 'patagonia: masculine grey pack jacket mens ', 'patagonia Inc Online UK (M) grey pack jacket mens ']","['rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'grey', 'jacket', 'pack', 'mens', 'goat.com+rei', 'resale', 'in', 'patagonia', 'masculine', 'inc', 'online', 'uk', '(m)']",grey,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
07d8d5eb-62fb-4025-8705-05d32fb026ab,"['patagonia: masculine brownlichen capilene midweight crew base layer top mens ', 'REI internal stock (brand - pgnia) man brownlichen base crew mens midweight layer capilene top ', 'goat.com+REI resale mens brownlichen base midweight top crew layer capilene ', 'patagonia Inc Online UK (M) brownlichen capilene midweight crew base layer top mens ']","['patagonia', 'masculine', 'brownlichen', 'capilene', 'midweight', 'crew', 'base', 'layer', 'top', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(m)']",,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
07e3a6c4-d805-43cc-9da6-7fa6c7d1206e,"['REI internal stock (brand - pgnia) man red insulated hoodie mens diamond quilted bomber ', 'patagonia: masculine red diamond quilted insulated bomber hoodie mens ', 'patagonia Inc Online UK (M) red diamond quilted insulated bomber hoodie mens ', 'goat.com+REI resale mens red bomber quilted hoodie diamond insulated ']","['rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'red', 'insulated', 'hoodie', 'mens', 'diamond', 'quilted', 'bomber', 'patagonia', 'masculine', 'inc', 'online', 'uk', '(m)', 'goat.com+rei', 'resale']",red,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0803bc09-e012-4fed-aa1a-47dce24e4b45,"['goat.com+REI resale black 3l hole small cube ', 'patagonia: black hole cube 3l small ', 'REI internal stock (brand - pgnia) black 3l small hole cube ', 'patagonia Inc Online UK black hole cube 3l small ']","['goat.com+rei', 'resale', 'black', '3l', 'hole', 'small', 'cube', 'patagonia', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'inc', 'online', 'uk']",black,unisex,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
084b7648-0bc1-4f16-a98b-fdffbec95396,"['patagonia: masculine rust downdrift jacket mens ', 'patagonia Inc Online UK (M) rust downdrift jacket mens ', 'REI internal stock (brand - pgnia) man rust downdrift jacket mens ', 'goat.com+REI resale mens rust jacket downdrift ']","['patagonia', 'masculine', 'rust', 'downdrift', 'jacket', 'mens', 'inc', 'online', 'uk', '(m)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'goat.com+rei', 'resale']",rust,men,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
089612ae-89d8-4f8d-9a33-e5e6032b481f,"['patagonia: masculine green better sweater fleece jacket mens ', 'goat.com+REI resale mens green fleece better sweater jacket ', 'REI internal stock (brand - pgnia) man green mens sweater fleece better jacket ', 'patagonia Inc Online UK (M) green better sweater fleece jacket mens ']","['patagonia', 'masculine', 'green', 'better', 'sweater', 'fleece', 'jacket', 'mens', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'inc', 'online', 'uk', '(m)']",green,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
08f2cec5-d69f-42fe-a001-f2ac13f6b27c,"['patagonia Inc Online UK (M) grey quandary pants mens ', 'goat.com+REI resale mens grey pants quandary ', 'REI internal stock (brand - pgnia) man grey mens pants quandary ', 'patagonia: masculine grey quandary pants mens ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'grey', 'quandary', 'pants', 'mens', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'masculine']",grey,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0930c996-f12c-480f-8f10-3866668dbbba,"['patagonia Inc Online UK (M) blue houdini jacket mens ', 'goat.com+REI resale mens blue jacket houdini ', 'REI internal stock (brand - pgnia) man blue mens jacket houdini ', 'patagonia: masculine blue houdini jacket mens ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'blue', 'houdini', 'jacket', 'mens', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'masculine']",blue,men,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0985ada1-e197-454f-8d49-5831465f9c2a,"['goat.com+REI resale womens blue airshed thermal jacket ', 'patagonia: feminine blue thermal airshed jacket womens ', 'patagonia Inc Online UK (F) blue thermal airshed jacket womens ', 'REI internal stock (brand - pgnia) unisex - female blue thermal womens jacket airshed ']","['goat.com+rei', 'resale', 'womens', 'blue', 'airshed', 'thermal', 'jacket', 'patagonia', 'feminine', 'inc', 'online', 'uk', '(f)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female']",blue,women,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
09fb3c89-5c81-4597-9d3b-3cc43d1681cd,"['patagonia: masculine t baggies shorts mens 5 inseam ', 'patagonia Inc Online UK (M) t baggies shorts mens 5 inseam ', 'REI internal stock (brand - pgnia) man t mens inseam shorts baggies 5 ', 'goat.com+REI resale mens t... 5 baggies inseam shorts ']","['patagonia', 'masculine', 't', 'baggies', 'shorts', 'mens', '5', 'inseam', 'inc', 'online', 'uk', '(m)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'goat.com+rei', 'resale', 't...']",t...,men,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0a65cee6-bc26-4223-87ae-9e3a9952e2e2,"['patagonia: masculine heather logo ridge longsleeve responsibilitee tshirt mens ', 'REI internal stock (brand - pgnia) man heather ridge tshirt responsibilitee line mens logo longsleeve ', 'patagonia Inc Online UK (M) heather logo ridge longsleeve responsibilitee tshirt mens ', 'goat.com+REI resale mens heather longsleeve logo line responsibilitee tshirt ridge ']","['patagonia', 'masculine', 'heather', 'logo', 'ridge', 'longsleeve', 'responsibilitee', 'tshirt', 'mens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man', 'line', 'inc', 'online', 'uk', '(m)', 'goat.com+rei', 'resale']",line,men,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
0a8e2ed5-9913-4f97-983f-adbb580cba59,"['patagonia Inc Online UK grey durable hike pants boys ', 'REI internal stock (brand - pgnia) grey boys pants durable hike ', 'goat.com+REI resale grey boys hike durable pants ', 'patagonia: grey durable hike pants boys ']","['patagonia', 'inc', 'online', 'uk', 'grey', 'durable', 'hike', 'pants', 'boys', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'goat.com+rei', 'resale']",hike,unisex,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0aa3403e-ccf9-42d1-b29d-a4dc001d00eb,"['patagonia Inc Online UK (M) fog hydropeak volley shorts mens 16 outseam ', 'patagonia: masculine fog hydropeak volley shorts mens 16 outseam ', 'goat.com+REI resale mens fog volley hydropeak outseam shorts 16 ', 'REI internal stock (brand - pgnia) man fog hydropeak shorts outseam mens volley 16 ']","['patagonia', 'inc', 'online', 'uk', '(m)', 'fog', 'hydropeak', 'volley', 'shorts', 'mens', '16', 'outseam', 'masculine', 'goat.com+rei', 'resale', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'man']",fog,men,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0b00d2ca-7fd8-471e-9769-ef09c4ec94db,"['patagonia Inc Online UK p baby sun bucket hat toddlers ', 'REI internal stock (brand - pgnia) p sun bucket hat toddlers baby ', 'goat.com+REI resale p... baby toddlers hat bucket sun ', 'patagonia: p baby sun bucket hat toddlers ']","['patagonia', 'inc', 'online', 'uk', 'p', 'baby', 'sun', 'bucket', 'hat', 'toddlers', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'goat.com+rei', 'resale', 'p...']",p...,unisex,"['goat.com', 'patagonia - online uk', 'patagonia - source source', 'REI']"
0b0c94aa-7bdd-4eda-945c-c6ca20f836a1,"['patagonia: feminine black nano puff insulated vest womens ', 'goat.com+REI resale womens black vest insulated puff nano ', 'patagonia Inc Online UK (F) black nano puff insulated vest womens ', 'REI internal stock (brand - pgnia) unisex - female black womens vest nano insulated puff ']","['patagonia', 'feminine', 'black', 'nano', 'puff', 'insulated', 'vest', 'womens', 'goat.com+rei', 'resale', 'inc', 'online', 'uk', '(f)', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female']",black,women,"['patagonia - source source', 'patagonia - online uk', 'goat.com', 'REI']"
0b20c853-e03d-4f3b-ae02-cb64bbdde719,"['patagonia: feminine grey capilene cool trail longsleeve shirt womens ', 'REI internal stock (brand - pgnia) unisex - female grey cool shirt trail capilene womens longsleeve ', 'patagonia Inc Online UK (F) grey capilene cool trail longsleeve shirt womens ', 'goat.com+REI resale womens grey longsleeve trail capilene shirt cool ']","['patagonia', 'feminine', 'grey', 'capilene', 'cool', 'trail', 'longsleeve', 'shirt', 'womens', 'rei', 'internal', 'stock', '(brand', '-', 'pgnia)', 'unisex', '-', 'female', 'inc', 'online', 'uk', '(f)', 'goat.com+rei', 'resale']",grey,women,"['goat.com', 'patagonia - source source', 'patagonia - online uk', 'REI']"
