convene_product_id_x,vendor,product
01507718-de57-4cb2-b4c2-c2bdba9a1968,['goat.com'],['goat.com+REI resale mens icon graphic daily cool capilene tshirt ']
0155ce82-7d1d-4619-9ec6-c5195af4ec77,"['goat.com', 'goat.com']","['goat.com+REI resale yellowfit... hoodie baby capilene daily toddlers cool ', 'goat.com+REI resale yellowfit... hoodie baby capilene daily toddlers cool ']"
01d86497-dc58-42b4-b6b6-058b0718d826,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ', 'patagonia: pinkplan capilene midweight base layer bottoms infants ']"
0210c0fb-58b0-4cbd-b77e-d33dc276f109,"['goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com']","['goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ', 'goat.com+REI resale grey layer top midweight kids capilene crew base ']"
023baa57-f2c0-4276-aed7-888e29b0c699,['goat.com'],['goat.com+REI resale womens natural pile marsupial retro fleece pullover ']
023db4c6-378a-41e1-8932-e39e85c00345,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee shirt mens ']"
02658101-2e65-41fd-8b07-f81c61726265,"['goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com', 'goat.com']","['goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ', 'goat.com+REI resale mens black roy shirt longsleeve responsibilitee horizons fitz ']"
02c87c4b-92bb-4fb4-8216-346cbb4c6d1b,['patagonia - source source'],['patagonia: feminine brown down with parka womens ']
02f931e4-adbb-496d-b9cf-c5f3096bc86c,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ', 'patagonia: masculine black fitz roy horizons responsibilitee longsleeve shirt mens ']"
030d4f8f-4f7a-4540-b0e7-b8e0b513e362,['patagonia - source source'],['patagonia: masculine green lined isthmus hoodie mens ']
03346a7f-e6ca-4ce0-a601-9c95c8b45c09,['patagonia - source source'],['patagonia: masculine black p6 uprisal crew sweatshirt mens ']
038011cd-470f-42b1-b148-949174c1277e,"['patagonia - source source', 'patagonia - source source']","['patagonia: masculine blue venga rock pants mens ', 'patagonia: masculine blue venga rock pants mens ']"
039f2e14-b88c-41da-aa68-c2a35c76b22e,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ', 'patagonia: masculine grey lightweight allwear hemp shorts mens 8 inseam ']"
03d998ae-b88f-47a0-b55b-928644ff339f,['patagonia - source source'],['patagonia: feminine grey microdini fleece hoodie womens ']
0442e79b-f4c5-4da2-8f88-8a54773e632d,"['patagonia - online uk', 'patagonia - online uk', 'patagonia - online uk', 'patagonia - online uk', 'patagonia - online uk', 'patagonia - online uk']","['patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ', 'patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ', 'patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ', 'patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ', 'patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ', 'patagonia Inc Online UK (M) grey scallop hem stretch wavefarer board shorts mens 18 outseam ']"
049488b4-7a55-41a0-a734-d5debc16293f,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ', 'patagonia: feminine grey happy hike studio pants womens ']"
04b6a50b-61cd-4aff-abab-26283d71a025,"['patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source', 'patagonia - source source']","['patagonia: masculine natural classic retrox fleece vest mens ', 'patagonia: masculine natural classic retrox fleece vest mens ', 'patagonia: masculine natural classic retrox fleece vest mens ', 'patagonia: masculine natural classic retrox fleece vest mens ', 'patagonia: masculine natural classic retrox fleece vest mens ']"
